STT,Giới tính sinh học,Bản dạng giới,Hấp dẫn tình cảm,Đối tượng hấp dẫn tình dục,Xu hướng tính dục (lần 1),Bạn có muốn xác định rõ thêm cho xu hướng tình cảm ,Bạn có thể bắt đầu mối quan hệ tình cảm với người chưa quen biết nhiều hay không?,Bạn có thể lâu lâu có hứng bắt đầu một mối quan hệ tình cảm một lần không?,Bạn nghĩ bạn được hấp dẫn tình cảm bởi bao nhiêu giới?,"Bạn có ""mù giới"" (tức không để ý giới và giới tính của đối phương) khi bắt đầu một mối quan hệ hay không?",Bạn có muốn xác định rõ thêm cho xu hướng tình dục?,Bạn có thể quan hệ tình dục với người chưa quen biết nhiều hay không?,Bạn có thể lâu lâu có hứng quan hệ tình dục một lần không?,Bạn nghĩ bạn được hấp dẫn tình dục bởi bao nhiêu giới?,"Bạn có ""mù giới"" (tức không để ý giới và giới tính của đối phương) khi quan hệ tình dục hay không?",Xu hướng tính dục
1273,liên giới tính,nữ,Nhiều hơn hai giới ,nam và giới khác (2 giới),Toàn ái song tính,Có ,bỏ,bỏ,Tất cả các giới,Không,không,bỏ,bỏ,bỏ,bỏ,Toàn ái (không mù giới) song tính
1274,liên giới tính,nữ,Nhiều hơn hai giới ,nam và giới khác (2 giới),Toàn ái song tính,Có,bỏ,bỏ,Nhiều hơn hai giới,Bỏ,không,bỏ,bỏ,bỏ,bỏ,Đa ái song tính
1275,liên giới tính,nữ,Nhiều hơn hai giới ,nam và giới khác (2 giới),Toàn ái song tính,Không,bỏ,bỏ,bỏ,Bỏ,không,bỏ,bỏ,bỏ,bỏ,Toàn ái song tính
1276,liên giới tính,nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có ,bỏ,bỏ,Tất cả các giới,Có,Có,bỏ,bỏ,Tất cả các giới,Có,Toàn tính (mù giới)
1277,liên giới tính,nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có ,bỏ,bỏ,Tất cả các giới,Có,Có,bỏ,bỏ,Tất cả các giới,Không,Toàn ái (mù giới) toàn tính (không mù giới)
1278,liên giới tính,nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có,bỏ,bỏ,Tất cả các giới,Có,Có,bỏ,bỏ,Nhiều hơn hai giới,Bỏ,Toàn ái đa tính
1279,liên giới tính,nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có ,bỏ,bỏ,Tất cả các giới,Không,Có,bỏ,bỏ,Tất cả các giới,Có,Toàn ái  (không mù giới) toàn tính (mù giới)
1280,liên giới tính,nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có,bỏ,bỏ,Tất cả các giới,Không,Có,bỏ,bỏ,Tất cả các giới,Không,Toàn ái toàn tính (không mù giới)
1281,liên giới tính,nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Không,bỏ,bỏ,Tất cả các giới,Không,Có,bỏ,bỏ,Nhiều hơn hai giới,Bỏ,Toàn ái (không mù giới) đa tính
1282,liên giới tính,nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có ,bỏ,bỏ,Nhiều hơn hai giới,Bỏ,Có,bỏ,bỏ,Tất cả các giới,Có,Đa ái toàn tính (mù giới)
1283,liên giới tính,nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có ,bỏ,bỏ,Nhiều hơn hai giới,Bỏ,Có,bỏ,bỏ,Tất cả các giới,Không,Đa ái toàn tính (không mù giới)
1284,liên giới tính,nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có,bỏ,bỏ,Nhiều hơn hai giới,Bỏ,Có,bỏ,bỏ,Nhiều hơn hai giới,Bỏ,Đa tính
1285,liên giới tính,nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Không,bỏ,bỏ,bỏ,bỏ,không,bỏ,bỏ,bỏ,bỏ,Toàn tính
1286,liên giới tính,nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có,bỏ,bỏ,Tất cả các giới,Có,Không,bỏ,bỏ,bỏ,bỏ,Toán ái (mù giới) toàn tính
1287,liên giới tính,nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có,bỏ,bỏ,Tất cả các giới,Không,Không,bỏ,bỏ,bỏ,bỏ,Toàn ái (không mù giới) toàn tính
1288,liên giới tính,nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Có,bỏ,bỏ,Nhiều hơn hai giới,Bỏ,Không,bỏ,bỏ,bỏ,bỏ,Đa ái toàn tính
1289,liên giới tính,nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Không,bỏ,bỏ,bỏ,bỏ,Có,bỏ,bỏ,Tất cả các giới,Không,Toàn ái toàn tính (không mù giới)
1290,liên giới tính,nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Không,bỏ,bỏ,bỏ,bỏ,Có,bỏ,bỏ,Nhiều hơn hai giới,Bỏ,Toàn ái đa tính
1291,liên giới tính,nữ,Nhiều hơn hai giới ,Nhiều hơn hai giới ,Toàn tính,Không,bỏ,bỏ,bỏ,bỏ,Có,bỏ,bỏ,Tất cả các giới,Có,Toàn ái toàn tính (mù giới)
1292,liên giới tính,Nam,Không,Không,Vô tính,Có,Không,Có,bỏ,bỏ,Có,Không,Có,bỏ,bỏ,á tính 
1293,liên giới tính,Nam,Không,Không,Vô tính,Có,Không,Không,bỏ,bỏ,Có,Không,Không,bỏ,bỏ,á tính 
1294,liên giới tính,Nam,Không,Không,Vô tính,Có,Không hẳn,Có,bỏ,bỏ,Có,Không hẳn,Có,bỏ,bỏ,Bán vô tính
1295,liên giới tính,Nam,Không,Không,Vô tính,Có,Không hẳn,Không,bỏ,bỏ,Có,Không hẳn,Không,bỏ,bỏ,Vô tính
1296,liên giới tính,Nam,Không,Không,Vô tính,Có,Có,Không,bỏ,bỏ,Có,Có,Không,bỏ,bỏ,Vô tính
1297,liên giới tính,Nam,Không,Không,Vô tính,Có,Có,Có,bỏ,bỏ,Có,Có,Có,bỏ,bỏ,Bán vô tính
1298,liên giới tính,Nam,Không,Không,Vô tính,Có,Không,Có,bỏ,bỏ,Có,Không,Không,bỏ,bỏ,á tính 
1299,liên giới tính,Nam,Không,Không,Vô tính,Có,Không,Có,bỏ,bỏ,Có,Không hẳn,Có,bỏ,bỏ,Á ái bán vô tính
1300,liên giới tính,Nam,Không,Không,Vô tính,Có,Không,Có,bỏ,bỏ,Có,Không hẳn,Không,bỏ,bỏ,Á ái vô tính
1301,liên giới tính,Nam,Không,Không,Vô tính,Có,Không,Có,bỏ,bỏ,Có,Có,Không,bỏ,bỏ,Á ái vô tính
1302,liên giới tính,Nam,Không,Không,Vô tính,Có,Không,Có,bỏ,bỏ,Có,Có,Có,bỏ,bỏ,Á ái bán vô tính
1303,liên giới tính,Nam,Không,Không,Vô tính,Có,Không,Không,bỏ,bỏ,Có,Không,Có,bỏ,bỏ,á tính 
1304,liên giới tính,Nam,Không,Không,Vô tính,Có,Không,Không,bỏ,bỏ,Có,Không hẳn,Có,bỏ,bỏ,Á ái bán vô tính
1305,liên giới tính,Nam,Không,Không,Vô tính,Có,Không,Không,bỏ,bỏ,Có,Không hẳn,Không,bỏ,bỏ,Á ái vô tính
1306,liên giới tính,Nam,Không,Không,Vô tính,Có,Không,Không,bỏ,bỏ,Có,Có,Không,bỏ,bỏ,Á ái vô tính
1307,liên giới tính,Nam,Không,Không,Vô tính,Có,Không ,Không,bỏ,bỏ,Có,Có,Có,bỏ,bỏ,Á ái bán vô tính
1308,liên giới tính,Nam,Không,Không,Vô tính,Có,Không hẳn,Có,bỏ,bỏ,Có,Không,Có,bỏ,bỏ,Bán vô ái á tính
1309,liên giới tính,Nam,Không,Không,Vô tính,Có,Không hẳn,Có,bỏ,bỏ,Có,Không,Không,bỏ,bỏ,Bán vô ái á tính
1310,liên giới tính,Nam,Không,Không,Vô tính,Có,Không hẳn,Có,bỏ,bỏ,Có,Không hẳn,Không,bỏ,bỏ,Bán vô ái vô tính
1311,liên giới tính,Nam,Không,Không,Vô tính,Có,Không hẳn,Có,bỏ,bỏ,Có,Có,Không,bỏ,bỏ,Bán vô ái vô tính
1312,liên giới tính,Nam,Không,Không,Vô tính,Có,Không hẳn,Có,bỏ,bỏ,Có,Có,Có,bỏ,bỏ,Bán vô tính
1313,liên giới tính,Nam,Không,Không,Vô tính,Có,Không hẳn,Không,bỏ,bỏ,Có,Không,Có,bỏ,bỏ,Vô ái á tính
1314,liên giới tính,Nam,Không,Không,Vô tính,Có,Không hẳn,Không,bỏ,bỏ,Có,Không,Không,bỏ,bỏ,Vô ái á tính
1315,liên giới tính,Nam,Không,Không,Vô tính,Có,Không hẳn,Không,bỏ,bỏ,Có,Không hẳn,Có,bỏ,bỏ,Vô ái bán vô tính
1316,liên giới tính,Nam,Không,Không,Vô tính,Có,Không hẳn,Không,bỏ,bỏ,Có,Có,Không,bỏ,bỏ,Vô tính
1317,liên giới tính,Nam,Không,Không,Vô tính,Có,Không hẳn,Không,bỏ,bỏ,Có,Có,Có,bỏ,bỏ,Vô ái bán vô tính
1318,liên giới tính,Nam,Không,Không,Vô tính,Có,Có,Không,bỏ,bỏ,Có,Không,Có,bỏ,bỏ,Vô ái á tính
1319,liên giới tính,Nam,Không,Không,Vô tính,Có,Có,Không,bỏ,bỏ,Có,Không,Không,bỏ,bỏ,Vô ái á tính
1320,liên giới tính,Nam,Không,Không,Vô tính,Có,Có,Không,bỏ,bỏ,Có,Không hẳn,Có,bỏ,bỏ,Vô ái bán vô tính
1321,liên giới tính,Nam,Không,Không,Vô tính,Có,Có,Không,bỏ,bỏ,Có,Không hẳn,Không,bỏ,bỏ,Vô tính
1322,liên giới tính,Nam,Không,Không,Vô tính,Có,Có,Không,bỏ,bỏ,Có,Có,Có,bỏ,bỏ,Vô ái bán vô tính
1323,liên giới tính,Nam,Không,Không,Vô tính,Có,Có,Có,bỏ,bỏ,Có,Không,Có,bỏ,bỏ,Bán vô ái á tính
1324,liên giới tính,Nam,Không,Không,Vô tính,Có,Có,Có,bỏ,bỏ,Có,Không,Không,bỏ,bỏ,Bán vô ái á tính
1325,liên giới tính,Nam,Không,Không,Vô tính,Có,Có,Có,bỏ,bỏ,Có,Không hẳn,Có,bỏ,bỏ,Bán vô tính
1326,liên giới tính,Nam,Không,Không,Vô tính,Có,Có,Có,bỏ,bỏ,Có,Không hẳn,Không,bỏ,bỏ,Bán vô ái vô tính
1327,liên giới tính,Nam,Không,Không,Vô tính,Có,Có,Có,bỏ,bỏ,Có,Có,Không,bỏ,bỏ,Bán vô ái vô tính
1328,liên giới tính,Nam,Không,Không,Vô tính,Có,Không,Có,bỏ,bỏ,Không,bỏ,bỏ,bỏ,bỏ,Á ái vô tính
1329,liên giới tính,Nam,Không,Không,Vô tính,Có,Không,Không,bỏ,bỏ,Không,bỏ,bỏ,bỏ,bỏ,Á ái vô tính
1330,liên giới tính,Nam,Không,Không,Vô tính,Có,Không hẳn,Có,bỏ,bỏ,Không,bỏ,bỏ,bỏ,bỏ,Bán vô ái vô tính
1331,liên giới tính,Nam,Không,Không,Vô tính,Có,Không hẳn,Không,bỏ,bỏ,Không,bỏ,bỏ,bỏ,bỏ,Vô tính
1332,liên giới tính,Nam,Không,Không,Vô tính,Có,Có,Không,bỏ,bỏ,Không,Bỏ,bỏ,bỏ,bỏ,Vô tính
1333,liên giới tính,Nam,Không,Không,Vô tính,Có,Có,Có,bỏ,bỏ,Không,Bỏ,bỏ,bỏ,bỏ,Bán vô ái vô tính
1334,liên giới tính,Nam,Không,Không,Vô tính,Không,Bỏ,Bỏ,bỏ,bỏ,Có,Không,Có,bỏ,bỏ,Vô ái á tính
1335,liên giới tính,Nam,Không,Không,Vô tính,Không,Bỏ,Bỏ,bỏ,bỏ,Có,Không,Không,bỏ,bỏ,Vô ái á tính
1336,liên giới tính,Nam,Không,Không,Vô tính,Không,Bỏ,Bỏ,bỏ,bỏ,Có,Không hẳn,Có,bỏ,bỏ,Vô ái bán vô tính
1337,liên giới tính,Nam,Không,Không,Vô tính,Không,Bỏ,Bỏ,bỏ,bỏ,Có,Không hẳn,Không,bỏ,bỏ,Vô tính
1338,liên giới tính,Nam,Không,Không,Vô tính,Không,Bỏ,Bỏ,bỏ,bỏ,Có,Có,Không,bỏ,bỏ,Vô tính
1339,liên giới tính,Nam,Không,Không,Vô tính,Không,Bỏ,Bỏ,bỏ,bỏ,Có,Có,Có,bỏ,bỏ,Vô ái bán vô tính
1340,liên giới tính,Nam,Không,Không,Vô tính,Không,bỏ,bỏ,bỏ,bỏ,Không,bỏ,bỏ,bỏ,bỏ,Vô tính
1341,liên giới tính,Nam,Không,Nữ,Vô ái dị tính,Có,Không,Có,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Á ái dị tính
1342,liên giới tính,Nam,Không,Nữ,Vô ái dị tính,Có,Không,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Á ái dị tính
1343,liên giới tính,Nam,Không,Nữ,Vô ái dị tính,Có,Không hẳn,Có,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Bán vô ái dị tính
1344,liên giới tính,Nam,Không,Nữ,Vô ái dị tính,Có,Không hẳn,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Vô ái dị tính
1345,liên giới tính,Nam,Không,Nữ,Vô ái dị tính,Có,Có,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Vô ái dị tính
1346,liên giới tính,Nam,Không,Nữ,Vô ái dị tính,Có,Có,Có,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Bán vô ái dị tính
1347,liên giới tính,Nam,Không,Nữ,Vô ái dị tính,không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Vô ái dị tính
1348,liên giới tính,Nam,Không,Nam,Vô ái đồng tính,Có,Không,Có,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Á ái đồng tính
1349,liên giới tính,Nam,Không,Nam,Vô ái đồng tính,Có,Không,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Á ái đồng tính
1350,liên giới tính,Nam,Không,Nam,Vô ái đồng tính,Có,Không hẳn,Có,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Bán vô ái đồng tính
1351,liên giới tính,Nam,Không,Nam,Vô ái đồng tính,Có,Không hẳn,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Vô ái đồng tính
1352,liên giới tính,Nam,Không,Nam,Vô ái đồng tính,Có,Có,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Vô ái đồng tính
1353,liên giới tính,Nam,Không,Nam,Vô ái đồng tính,Có,Có,Có,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Bán vô ái đồng tính
1354,liên giới tính,Nam,Không,Nam,Vô ái đồng tính,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Vô ái đồng tính
1355,liên giới tính,Nam,Không,Nam và Nữ,Vô ái song tính,Có,Không,Có,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Á ái song tính
1356,liên giới tính,Nam,Không,Nam và Nữ,Vô ái song tính,Có,Không,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Á ái song tính
1357,liên giới tính,Nam,Không,Nam và Nữ,Vô ái song tính,Có,Không hẳn,Có,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Bán vô ái song tính
1358,liên giới tính,Nam,Không,Nam và Nữ,Vô ái song tính,Có,Không hẳn,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Vô ái song tính
1359,liên giới tính,Nam,Không,Nam và Nữ,Vô ái song tính,Có,Có,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Vô ái song tính
1360,liên giới tính,Nam,Không,Nam và Nữ,Vô ái song tính,Có,Có,Có,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Bán vô ái song tính
1361,liên giới tính,Nam,Không,Nam và Nữ,Vô ái song tính,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Vô ái song tính
1362,liên giới tính,Nam,Không,Nam và giới khác (2 giới),Vô ái song tính,Có,Không,Có,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Á ái song tính
1363,liên giới tính,Nam,Không,Nam và giới khác (2 giới),Vô ái song tính,Có,Không,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Á ái song tính
1364,liên giới tính,Nam,Không,Nam và giới khác (2 giới),Vô ái song tính,Có,Không hẳn,Có,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Bán vô ái song tính
1365,liên giới tính,Nam,Không,Nam và giới khác (2 giới),Vô ái song tính,Có,Không hẳn,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Vô ái song tính
1366,liên giới tính,Nam,Không,Nam và giới khác (2 giới),Vô ái song tính,Có,Có,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Vô ái song tính
1367,liên giới tính,Nam,Không,Nam và giới khác (2 giới),Vô ái song tính,Có,Có,Có,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Bán vô ái song tính
1368,liên giới tính,Nam,Không,Nam và giới khác (2 giới),Vô ái song tính,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Vô ái song tính
1369,liên giới tính,Nam,Không,Nam và giới khác (2 giới),Vô ái song tính,Có,Không,Có,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Á ái song tính
1370,liên giới tính,Nam,Không,Nam và giới khác (2 giới),Vô ái song tính,Có,Không,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Á ái song tính
1371,liên giới tính,Nam,Không,Nam và giới khác (2 giới),Vô ái song tính,Có,Không hẳn,Có,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Bán vô ái song tính
1372,liên giới tính,Nam,Không,Nam và giới khác (2 giới),Vô ái song tính,Có,Không hẳn,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Vô ái song tính
1373,liên giới tính,Nam,Không,Nam và giới khác (2 giới),Vô ái song tính,Có,Có,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Vô ái song tính
1374,liên giới tính,Nam,Không,Nam và giới khác (2 giới),Vô ái song tính,Có,Có,Có,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Bán vô ái song tính
1375,liên giới tính,Nam,Không,Nam và giới khác (2 giới),Vô ái song tính,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Vô ái song tính
1376,liên giới tính,Nam,Không,Nữ và giới khác (2 giới),Vô ái song tính,Có,Không,Có,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Á ái song tính
1377,liên giới tính,Nam,Không,Nữ và giới khác (2 giới),Vô ái song tính,Có,Không,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Á ái song tính
1378,liên giới tính,Nam,Không,Nữ và giới khác (2 giới),Vô ái song tính,Có,Không hẳn,Có,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Bán vô ái song tính
1379,liên giới tính,Nam,Không,Nữ và giới khác (2 giới),Vô ái song tính,Có,Không hẳn,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Vô ái song tính
1380,liên giới tính,Nam,Không,Nữ và giới khác (2 giới),Vô ái song tính,Có,Có,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Vô ái song tính
1381,liên giới tính,Nam,Không,Nữ và giới khác (2 giới),Vô ái song tính,Có,Có,Có,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Bán vô ái song tính
1382,liên giới tính,Nam,Không,Nữ và giới khác (2 giới),Vô ái song tính,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Vô ái song tính
1383,liên giới tính,Nam,Không,Nữ và giới khác (2 giới),Vô ái song tính,Có,Không,Có,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Á ái song tính
1384,liên giới tính,Nam,Không,Nữ và giới khác (2 giới),Vô ái song tính,Có,Không,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Á ái song tính
1385,liên giới tính,Nam,Không,Nữ và giới khác (2 giới),Vô ái song tính,Có,Không hẳn,Có,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Bán vô ái song tính
1386,liên giới tính,Nam,Không,Nữ và giới khác (2 giới),Vô ái song tính,Có,Không hẳn,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Vô ái song tính
1387,liên giới tính,Nam,Không,Nữ và giới khác (2 giới),Vô ái song tính,Có,Có,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Vô ái song tính
1388,liên giới tính,Nam,Không,Nữ và giới khác (2 giới),Vô ái song tính,Có,Có,Có,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Bán vô ái song tính
1389,liên giới tính,Nam,Không,Nữ và giới khác (2 giới),Vô ái song tính,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Vô ái song tính
1390,liên giới tính,Nam,Không,Nữ và giới khác (2 giới),Vô ái song tính,Có,Không,Có,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Á ái song tính
1391,liên giới tính,Nam,Không,Nữ và giới khác (2 giới),Vô ái song tính,Có,Không,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Á ái song tính
1392,liên giới tính,Nam,Không,Nữ và giới khác (2 giới),Vô ái song tính,Có,Không hẳn,Có,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Bán vô ái song tính
1393,liên giới tính,Nam,Không,Nữ và giới khác (2 giới),Vô ái song tính,Có,Không hẳn,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Vô ái song tính
1394,liên giới tính,Nam,Không,Nữ và giới khác (2 giới),Vô ái song tính,Có,Có,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Vô ái song tính
1395,liên giới tính,Nam,Không,Nữ và giới khác (2 giới),Vô ái song tính,Có,Có,Có,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Bán vô ái song tính
1396,liên giới tính,Nam,Không,Nữ và giới khác (2 giới),Vô ái song tính,Không,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,bỏ,Vô ái song tính
1397,liên giới tính,Nam,Không,Nhiều hơn hai giới ,Vô ái toàn tính,Có,Không,Có,bỏ,bỏ,không,không,không,bỏ,bỏ,Á ái toàn tính
1398,liên giới tính,Nam,Không,Nhiều hơn hai giới ,Vô ái toàn tính,Có,Không,Không,bỏ,bỏ,không,không,không,bỏ,bỏ,Á ái toàn tính
1399,liên giới tính,Nam,Không,Nhiều hơn hai giới ,Vô ái toàn tính,Có,Không hẳn,Có,bỏ,bỏ,không,không,không,bỏ,bỏ,Bán vô ái toàn tính
1400,liên giới tính,Nam,Không,Nhiều hơn hai giới ,Vô ái toàn tính,Có,Không hẳn,Không,bỏ,bỏ,không,không,không,bỏ,bỏ,Vô ái toàn tính
1401,liên giới tính,Nam,Không,Nhiều hơn hai giới ,Vô ái toàn tính,Có,Có,Không,bỏ,bỏ,không,không,không,bỏ,bỏ,Vô ái toàn tính
1402,liên giới tính,Nam,Không,Nhiều hơn hai giới ,Vô ái toàn tính,Có,Có,Có,bỏ,bỏ,không,không,không,bỏ,bỏ,Bán vô ái toàn  tính
1403,liên giới tính,Nam,Không,Nhiều hơn hai giới ,Vô ái toàn tính,Không,Bỏ,Bỏ,bỏ,bỏ,Có,Có,Có,Tất cả các giới,Có,Vô ái toàn tính (mù giới)
1404,liên giới tính,Nam,Không,Nhiều hơn hai giới ,Vô ái toàn tính,Không,Bỏ,Bỏ,bỏ,bỏ,Có,Có,Có,Tất cả các giới,Không,Vô ái toàn tính (không mù giới)
1405,liên giới tính,Nam,Không,Nhiều hơn hai giới ,Vô ái toàn tính,Không,Bỏ,Bỏ,bỏ,bỏ,Có,Có,Có,Nhiều hơn hai giới,Bỏ,Vô ái đa tính
1406,liên giới tính,Nam,Không,Nhiều hơn hai giới ,Vô ái toàn tính,Không,Bỏ,Bỏ,bỏ,bỏ,không,bỏ,bỏ ,bỏ,bỏ,Vô ái toàn tính
1407,liên giới tính,Nam,Không,Nhiều hơn hai giới ,Vô ái toàn tính,Có,Không,Có,bỏ,bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Có,Á ái toàn tính (mù giới)
1408,liên giới tính,Nam,Không,Nhiều hơn hai giới ,Vô ái toàn tính,Có,Không,Có,bỏ,bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Không,Á ái toàn tính (không mù giới)
1409,liên giới tính,Nam,Không,Nhiều hơn hai giới ,Vô ái toàn tính,Có,Không,Có,bỏ,bỏ,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Á ái đa tính
1410,liên giới tính,Nam,Không,Nhiều hơn hai giới ,Vô ái toàn tính,Có,Không,Không,bỏ,bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Có,Á ái toàn tính (mù giới)
1411,liên giới tính,Nam,Không,Nhiều hơn hai giới ,Vô ái toàn tính,Có,Không,Không,bỏ,bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Không,Á ái toàn tính (không mù giới)
1412,liên giới tính,Nam,Không,Nhiều hơn hai giới ,Vô ái toàn tính,Có,Không,Không,bỏ,bỏ,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Á ái đa tính
1413,liên giới tính,Nam,Không,Nhiều hơn hai giới ,Vô ái toàn tính,Có,Không hẳn,Có,bỏ,bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Có,Bán vô ái toàn tính (mù giới)
1414,liên giới tính,Nam,Không,Nhiều hơn hai giới ,Vô ái toàn tính,Có,Không hẳn,Có,bỏ,bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Không,Bán vô ái toàn tính (không mù giới)
1415,liên giới tính,Nam,Không,Nhiều hơn hai giới ,Vô ái toàn tính,Có,Không hẳn,Có,bỏ,bỏ,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Bán vô ái đa tính
1416,liên giới tính,Nam,Không,Nhiều hơn hai giới ,Vô ái toàn tính,Có,Không hẳn,Không,bỏ,bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Có,Vô ái toàn tính (mù giới)
1417,liên giới tính,Nam,Không,Nhiều hơn hai giới ,Vô ái toàn tính,Có,Không hẳn,Không,bỏ,bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Không,Vô ái toàn tính (không mù giới)
1418,liên giới tính,Nam,Không,Nhiều hơn hai giới ,Vô ái toàn tính,Có,Không hẳn,Không,bỏ,bỏ,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Vô ái đa tính
